,seriesuid,coordX,coordY,coordZ
541409,1.3.6.1.4.1.14519.5.2.1.6279.6001.952265563663939823135367733681,-48.57,-65.03,221.83
77965,1.3.6.1.4.1.14519.5.2.1.6279.6001.141430002307216644912805017227,54.92532002,-122.38450700000001,-223.0834372
173777,1.3.6.1.4.1.14519.5.2.1.6279.6001.194465340552956447447896167830,60.8,28.7,-148.71
235848,1.3.6.1.4.1.14519.5.2.1.6279.6001.227962600322799211676960828223,75.0930413723,-0.51240559114,-58.1161965725
214677,1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517,49.70293661,5.371393029,-101.5333689
358076,1.3.6.1.4.1.14519.5.2.1.6279.6001.303066851236267189733420290986,-46.706770498400004,-79.2673195449,-254.872395243
90997,1.3.6.1.4.1.14519.5.2.1.6279.6001.148229375703208214308676934766,74.03,-152.65,-178.59
416697,1.3.6.1.4.1.14519.5.2.1.6279.6001.338114620394879648539943280992,-9.68228092981,-59.6454918039,-187.54941340000002
201610,1.3.6.1.4.1.14519.5.2.1.6279.6001.208737629504245244513001631764,-64.5,49.39,-110.54
71082,1.3.6.1.4.1.14519.5.2.1.6279.6001.139444426690868429919252698606,57.81,-183.5,-207.49
114292,1.3.6.1.4.1.14519.5.2.1.6279.6001.162901839201654862079549658100,44.89,-134.97,-209.86
518448,1.3.6.1.4.1.14519.5.2.1.6279.6001.826829446346820089862659555750,63.06,-40.3,-216.14
344848,1.3.6.1.4.1.14519.5.2.1.6279.6001.296863826932699509516219450076,-63.6665324179,-86.17946462120001,-177.603390056
71831,1.3.6.1.4.1.14519.5.2.1.6279.6001.139577698050713461261415990027,-42.7367709049,-70.1415835398,-184.189199071
161596,1.3.6.1.4.1.14519.5.2.1.6279.6001.188059920088313909273628445208,-80.0,-9.57,1545.77
462449,1.3.6.1.4.1.14519.5.2.1.6279.6001.518487185634324801733841260431,99.66307523520001,-17.987661308299998,-144.67029962700002
477047,1.3.6.1.4.1.14519.5.2.1.6279.6001.622243923620914676263059698181,-29.7425710802,-97.15051202549999,-242.887598643
14100,1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306,-46.6888557638,-66.4781966724,-207.428068301
45156,1.3.6.1.4.1.14519.5.2.1.6279.6001.124822907934319930841506266464,-60.44,-73.47,-230.69
172841,1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326,-120.98,-82.02,-326.0
277886,1.3.6.1.4.1.14519.5.2.1.6279.6001.252697338970999211181671881792,-84.06,81.63,-149.9
279374,1.3.6.1.4.1.14519.5.2.1.6279.6001.253283426904813468115158375647,-55.69,22.32,-113.33
443243,1.3.6.1.4.1.14519.5.2.1.6279.6001.440226700369921575481834344455,-111.78387746700001,-91.4918774617,-164.46349067399998
379865,1.3.6.1.4.1.14519.5.2.1.6279.6001.313605260055394498989743099991,34.18,5.99,-97.9
76539,1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762,-54.0763502147,183.385249785,-851.765000221
217386,1.3.6.1.4.1.14519.5.2.1.6279.6001.217955041973656886482758642958,-81.8911179675,-64.29658291289999,-186.33984792
166557,1.3.6.1.4.1.14519.5.2.1.6279.6001.190144948425835566841437565646,-77.86,79.37,-177.1
398589,1.3.6.1.4.1.14519.5.2.1.6279.6001.325580698241281352835338693869,-30.192217204099997,49.569103570799996,-43.8480190641
22730,1.3.6.1.4.1.14519.5.2.1.6279.6001.113586291551175790743673929831,-43.51,-20.52,-105.75
429942,1.3.6.1.4.1.14519.5.2.1.6279.6001.392861216720727557882279374324,-35.97,-61.87,-202.87
205695,1.3.6.1.4.1.14519.5.2.1.6279.6001.211956804948320236390242845468,83.07,252.57,-717.92
286210,1.3.6.1.4.1.14519.5.2.1.6279.6001.257383535269991165447822992959,-28.61,-15.4,-91.7
172283,1.3.6.1.4.1.14519.5.2.1.6279.6001.194246472548954252250399902051,106.375640928,-44.0624178634,-222.102941403
154329,1.3.6.1.4.1.14519.5.2.1.6279.6001.183924380327950237519832859527,-35.767128739200004,-42.4480864777,-147.49433282299998
149690,1.3.6.1.4.1.14519.5.2.1.6279.6001.179730018513720561213088132029,-63.03,52.61,-161.29
436064,1.3.6.1.4.1.14519.5.2.1.6279.6001.404768898286087278137462774930,84.1279124844,219.70871092,-584.02544941
364544,1.3.6.1.4.1.14519.5.2.1.6279.6001.306558074682524259000586270818,-28.17,-68.97,-130.79
208032,1.3.6.1.4.1.14519.5.2.1.6279.6001.213854687290736562463866711534,108.72,-150.95,-196.99
309362,1.3.6.1.4.1.14519.5.2.1.6279.6001.271307051432838466826189754230,-34.31,51.02,-131.98
340780,1.3.6.1.4.1.14519.5.2.1.6279.6001.294120933998772507043263238704,-64.34,57.17,-167.49
340737,1.3.6.1.4.1.14519.5.2.1.6279.6001.294120933998772507043263238704,49.15,-57.03,-71.74
8638,1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,-114.87136480000001,-70.18403549,-224.9209664
218332,1.3.6.1.4.1.14519.5.2.1.6279.6001.218476624578721885561483687176,112.33582601399999,51.8281047297,-146.412541231
81086,1.3.6.1.4.1.14519.5.2.1.6279.6001.143412474064515942785157561636,104.77,-9.51,-114.39
473761,1.3.6.1.4.1.14519.5.2.1.6279.6001.613212850444255764524630781782,45.355022417700006,51.7651281005,-196.02405683599997
291601,1.3.6.1.4.1.14519.5.2.1.6279.6001.259227883564429312164962953756,63.1,7.5,-71.6
397363,1.3.6.1.4.1.14519.5.2.1.6279.6001.324649110927013926557500550446,-79.1972268449,50.1637580763,-149.92326654200002
485564,1.3.6.1.4.1.14519.5.2.1.6279.6001.669518152156802508672627785405,97.4902548461,28.106950511799997,-186.25681181299998
403945,1.3.6.1.4.1.14519.5.2.1.6279.6001.329624439086643515259182406526,-89.62,82.4,-185.23
318541,1.3.6.1.4.1.14519.5.2.1.6279.6001.276556509002726404418399209377,-65.81,-165.76,-107.78
168204,1.3.6.1.4.1.14519.5.2.1.6279.6001.191301539558980174217770205256,74.0751925421,39.4001925421,-218.246580539
220980,1.3.6.1.4.1.14519.5.2.1.6279.6001.219428004988664846407984058588,96.896453805,93.21790308,-223.55874485
342439,1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663,-34.8863328632,101.47337749299999,-181.58008632
252566,1.3.6.1.4.1.14519.5.2.1.6279.6001.238019241099704094018548301753,-87.18,53.44,-203.09
273106,1.3.6.1.4.1.14519.5.2.1.6279.6001.249404938669582150398726875826,-29.07,-39.25,-171.69
480611,1.3.6.1.4.1.14519.5.2.1.6279.6001.652347820272212119124022644822,-67.83,-70.73,-311.87
144226,1.3.6.1.4.1.14519.5.2.1.6279.6001.177785764461425908755977367558,-112.21,43.35,-208.97
383149,1.3.6.1.4.1.14519.5.2.1.6279.6001.315187221221054114974341475212,-132.7891433,122.212452,-743.0978
250492,1.3.6.1.4.1.14519.5.2.1.6279.6001.237215747217294006286437405216,94.8476296698,83.27636529979999,-170.82454044600001
338428,1.3.6.1.4.1.14519.5.2.1.6279.6001.292194861362266467652267941663,45.02,83.18,-189.04
532179,1.3.6.1.4.1.14519.5.2.1.6279.6001.908250781706513856628130123235,109.188735138,57.650886383,-217.73606857099998
28968,1.3.6.1.4.1.14519.5.2.1.6279.6001.116492508532884962903000261147,131.7,-5.59,-256.39
533931,1.3.6.1.4.1.14519.5.2.1.6279.6001.910757789941076242457816491305,-68.95,52.16,-198.66
373437,1.3.6.1.4.1.14519.5.2.1.6279.6001.310548927038333190233889983845,63.49656762,20.71009221,-190.31066869999998
379208,1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733,68.8995165705,53.703069151899996,-168.355328739
39264,1.3.6.1.4.1.14519.5.2.1.6279.6001.122621219961396951727742490470,-136.458415952,1.7266773055400002,-241.18803393099998
402781,1.3.6.1.4.1.14519.5.2.1.6279.6001.329404588567903628160652715124,-17.14,-83.7,-116.73
242586,1.3.6.1.4.1.14519.5.2.1.6279.6001.230675342744370103160629638194,-30.69,24.0,-160.2
98028,1.3.6.1.4.1.14519.5.2.1.6279.6001.152706273988004688708784163325,46.4,27.7,-147.11
35136,1.3.6.1.4.1.14519.5.2.1.6279.6001.121108220866971173712229588402,100.230673776,45.4826541263,-244.68407536
62474,1.3.6.1.4.1.14519.5.2.1.6279.6001.134519406153127654901640638633,119.44,22.07,-210.34
219704,1.3.6.1.4.1.14519.5.2.1.6279.6001.219254430927834326484477690403,-87.37,-126.17,-262.59
79055,1.3.6.1.4.1.14519.5.2.1.6279.6001.142154819868944114554521645782,59.72,-113.44,967.9
187261,1.3.6.1.4.1.14519.5.2.1.6279.6001.200841000324240313648595016964,41.714283695700004,108.143038968,-191.540659307
238742,1.3.6.1.4.1.14519.5.2.1.6279.6001.229664630348267553620068691756,58.705622633100006,3.9572130473400002,-94.8962278107
61108,1.3.6.1.4.1.14519.5.2.1.6279.6001.133378195429627807109985347209,-35.64297562,51.569715785,-250.47011150000003
222802,1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,94.27,-11.54,-250.53
415061,1.3.6.1.4.1.14519.5.2.1.6279.6001.336894364358709782463716339027,119.04,-77.33,-168.49
84645,1.3.6.1.4.1.14519.5.2.1.6279.6001.144943344795414353192059796098,-92.6,-26.27,-168.74
456678,1.3.6.1.4.1.14519.5.2.1.6279.6001.486999111981013268988489262668,80.2153309076,32.263965766300004,-194.400000215
275371,1.3.6.1.4.1.14519.5.2.1.6279.6001.250481236093201801255751845296,55.49,7.03,-125.44
467404,1.3.6.1.4.1.14519.5.2.1.6279.6001.558286136379689377915919180358,42.067419,27.08580309,-179.48077719999998
48462,1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354,92.53,-110.84,-238.49
172789,1.3.6.1.4.1.14519.5.2.1.6279.6001.194246472548954252250399902051,-40.731441600000004,-25.52983793,-178.2690417
343160,1.3.6.1.4.1.14519.5.2.1.6279.6001.295462530340364058116953738925,-69.0350283569,48.4670138372,-143.280691558
241817,1.3.6.1.4.1.14519.5.2.1.6279.6001.230491296081537726468075344411,65.25,93.65,-214.55
233737,1.3.6.1.4.1.14519.5.2.1.6279.6001.226889213794065160713547677129,-74.38,51.88,-193.96
512551,1.3.6.1.4.1.14519.5.2.1.6279.6001.797637294244261543517154417124,-24.42,14.01,-106.73
141346,1.3.6.1.4.1.14519.5.2.1.6279.6001.176869045992276345870480098568,63.1758997982,67.3638247831,-132.313125202
218247,1.3.6.1.4.1.14519.5.2.1.6279.6001.218476624578721885561483687176,81.99324874,17.27467072,-131.7409196
186713,1.3.6.1.4.1.14519.5.2.1.6279.6001.200837896655745926888305239398,83.54,-14.0,-118.83
164230,1.3.6.1.4.1.14519.5.2.1.6279.6001.188385286346390202873004762827,48.224127906999996,-34.2805232558,-68.875
498603,1.3.6.1.4.1.14519.5.2.1.6279.6001.743969234977916254223533321294,26.1729395604,-91.356456044,-96.07483516479999
69059,1.3.6.1.4.1.14519.5.2.1.6279.6001.138813197521718693188313387015,76.02485242350001,-48.7999581389,-219.41315812
147500,1.3.6.1.4.1.14519.5.2.1.6279.6001.179162671133894061547290922949,-37.48,83.29,-722.09
330704,1.3.6.1.4.1.14519.5.2.1.6279.6001.286422846896797433168187085942,73.1135095209,44.2256690572,-246.40581388200002
222088,1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,-12.85,3.85,-82.37
66576,1.3.6.1.4.1.14519.5.2.1.6279.6001.138080888843357047811238713686,92.19,107.67,-492.02
60301,1.3.6.1.4.1.14519.5.2.1.6279.6001.133132722052053001903031735878,25.0207040119,15.9104144984,-13.0241491487
549020,1.3.6.1.4.1.14519.5.2.1.6279.6001.980362852713685276785310240144,54.14,-13.35,-45.08
393687,1.3.6.1.4.1.14519.5.2.1.6279.6001.323541312620128092852212458228,32.09,55.76,-76.41
550906,1.3.6.1.4.1.14519.5.2.1.6279.6001.997611074084993415992563148335,-29.72,24.62,-156.01
94059,1.3.6.1.4.1.14519.5.2.1.6279.6001.150097650621090951325113116280,101.27187843799999,60.5802042921,-108.23426990200001
139444,1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518,-10.827100261099998,61.3513137526,-166.267790905
231777,1.3.6.1.4.1.14519.5.2.1.6279.6001.226456162308124493341905600418,-72.2,-2.44,-111.54
529918,1.3.6.1.4.1.14519.5.2.1.6279.6001.898642529028521482602829374444,33.64,230.13,-571.84
446414,1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145,97.74,-33.97,130.72
253896,1.3.6.1.4.1.14519.5.2.1.6279.6001.238522526736091851696274044574,-73.62,-84.06,-98.88
146690,1.3.6.1.4.1.14519.5.2.1.6279.6001.179049373636438705059720603192,63.699609572,81.50977690479999,-111.77219900799999
514819,1.3.6.1.4.1.14519.5.2.1.6279.6001.803808126682275425758092691689,49.3473366395,-17.8954738802,-184.84078969
48573,1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354,59.73,-157.0,-119.49
27403,1.3.6.1.4.1.14519.5.2.1.6279.6001.115386642382564804180764325545,86.570115815,52.86443574,-83.091436155
6665,1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249,67.12824636,25.78544701,-144.60027309999998
138416,1.3.6.1.4.1.14519.5.2.1.6279.6001.175318131822744218104175746898,-64.15,-143.09,-180.39
138649,1.3.6.1.4.1.14519.5.2.1.6279.6001.175318131822744218104175746898,66.19,-172.52,-241.43
95930,1.3.6.1.4.1.14519.5.2.1.6279.6001.151669338315069779994664893123,58.68,11.92,-211.16
33192,1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837,-82.2848090909,-64.9211035511,-69.52625
384705,1.3.6.1.4.1.14519.5.2.1.6279.6001.315918264676377418120578391325,-32.85,46.97,-162.98
168004,1.3.6.1.4.1.14519.5.2.1.6279.6001.191266041369462391833537519639,-99.76,-123.13,-368.69
276014,1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732,47.395606681400004,91.0026066754,-280.83706916200003
39051,1.3.6.1.4.1.14519.5.2.1.6279.6001.122621219961396951727742490470,127.89,-28.03,-201.78
277345,1.3.6.1.4.1.14519.5.2.1.6279.6001.252634638822000832774167856951,74.04,29.42,-121.58
372167,1.3.6.1.4.1.14519.5.2.1.6279.6001.309955999522338651429118207446,108.74470248799999,18.0066531565,-144.34979838700002
545452,1.3.6.1.4.1.14519.5.2.1.6279.6001.970264865033574190975654369557,-60.95,-37.71,-155.57
477441,1.3.6.1.4.1.14519.5.2.1.6279.6001.622243923620914676263059698181,52.6785731597,56.9315639566,-274.716284675
46009,1.3.6.1.4.1.14519.5.2.1.6279.6001.125124219978170516876304987559,-53.17,-113.54,-167.82
455392,1.3.6.1.4.1.14519.5.2.1.6279.6001.481278873893653517789960724156,-122.740731917,-33.8493319261,-132.80243923700002
144508,1.3.6.1.4.1.14519.5.2.1.6279.6001.177888806135892723698313903329,11.08,165.36,-234.22
498577,1.3.6.1.4.1.14519.5.2.1.6279.6001.743969234977916254223533321294,-54.94,64.37,-125.9
336369,1.3.6.1.4.1.14519.5.2.1.6279.6001.291156498203266896953765649282,1.33156276097,2.20251571288,-37.0872390838
264428,1.3.6.1.4.1.14519.5.2.1.6279.6001.244681063194071446501270815660,-45.8321950879,-150.529176203,-112.049528405
147458,1.3.6.1.4.1.14519.5.2.1.6279.6001.179162671133894061547290922949,49.1711819562,187.82096213900002,-737.4642573819999
161921,1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493,-69.046930665,33.284479725,-60.247835745
196032,1.3.6.1.4.1.14519.5.2.1.6279.6001.204802250386343794613980417281,52.9600843119,-142.20162449,-126.521453888
333590,1.3.6.1.4.1.14519.5.2.1.6279.6001.287966244644280690737019247886,111.86441951299999,-4.20190304197,-214.612817128
271573,1.3.6.1.4.1.14519.5.2.1.6279.6001.249032660919473722154870746474,96.72871921389999,-47.9631131063,-243.86129052799998
192287,1.3.6.1.4.1.14519.5.2.1.6279.6001.203425588524695836343069893813,-60.405301880799996,43.8618086423,-255.41436485900002
490770,1.3.6.1.4.1.14519.5.2.1.6279.6001.701514276942509393419164159551,47.3355634754,-15.292516928900001,-200.31803698
202560,1.3.6.1.4.1.14519.5.2.1.6279.6001.210426531621179400035178209430,-50.65514782,21.90903786,-136.5527256
368578,1.3.6.1.4.1.14519.5.2.1.6279.6001.308153138776443962077214577161,96.89783299999999,-46.22434196,-214.276784
550544,1.3.6.1.4.1.14519.5.2.1.6279.6001.997611074084993415992563148335,-33.9976368051,39.7907500718,-110.715475911
414748,1.3.6.1.4.1.14519.5.2.1.6279.6001.336225579776978874775723463327,49.5767997491,-12.626619516199998,-144.242193698
124709,1.3.6.1.4.1.14519.5.2.1.6279.6001.170052181746004939527661217512,-16.6,6.79,-236.98
252930,1.3.6.1.4.1.14519.5.2.1.6279.6001.238042459915048190592571019348,-101.559289373,46.0248384017,-65.1770363178
171951,1.3.6.1.4.1.14519.5.2.1.6279.6001.193964947698259739624715468431,57.5,14.17,-69.66
534937,1.3.6.1.4.1.14519.5.2.1.6279.6001.922852847124879997825997808179,-87.28268327,8.813792292999999,-214.80081239999998
379466,1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733,93.7697593383,77.2759379911,-256.55730358299996
533276,1.3.6.1.4.1.14519.5.2.1.6279.6001.910607280658963002048724648683,-27.864227566,165.305170133,-361.96953279699994
473501,1.3.6.1.4.1.14519.5.2.1.6279.6001.608029415915051219877530734559,-33.11,45.53,-246.92
401050,1.3.6.1.4.1.14519.5.2.1.6279.6001.328789598898469177563438457842,-42.032283878499996,71.4159201944,-140.811224697
93967,1.3.6.1.4.1.14519.5.2.1.6279.6001.149893110752986700464921264055,-77.04,16.87,-27.24
250936,1.3.6.1.4.1.14519.5.2.1.6279.6001.237215747217294006286437405216,-36.11,-52.92,-65.23
46879,1.3.6.1.4.1.14519.5.2.1.6279.6001.125356649712550043958727288500,69.661369392,-23.927547136399998,-178.724501926
362127,1.3.6.1.4.1.14519.5.2.1.6279.6001.305887072264491016857673607285,49.32,-42.51,-88.24
88340,1.3.6.1.4.1.14519.5.2.1.6279.6001.146603910507557786636779705509,119.14,36.08,-142.36
126617,1.3.6.1.4.1.14519.5.2.1.6279.6001.170921541362033046216100409521,41.46,-12.98,-43.72
539231,1.3.6.1.4.1.14519.5.2.1.6279.6001.944888107209008719031293531091,-74.6,39.89,-194.53
204990,1.3.6.1.4.1.14519.5.2.1.6279.6001.211956804948320236390242845468,59.96,223.86,-515.22
131490,1.3.6.1.4.1.14519.5.2.1.6279.6001.173101104804533997398137418032,104.635165768,69.0124782803,-148.512706262
461818,1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,-35.37,52.89,-231.78
548817,1.3.6.1.4.1.14519.5.2.1.6279.6001.980362852713685276785310240144,68.91,21.09,-25.7
391524,1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321,-9.648373398430001,-69.2513322069,-75.5802064224
477119,1.3.6.1.4.1.14519.5.2.1.6279.6001.622243923620914676263059698181,-139.403495607,12.593972329400001,-268.313532324
429730,1.3.6.1.4.1.14519.5.2.1.6279.6001.390513733720659266816639651938,-21.691757435,5.52161871867,-42.0227321256
155513,1.3.6.1.4.1.14519.5.2.1.6279.6001.184019785706727365023450012318,-58.348419382399996,-52.6199647295,-155.930479302
50765,1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912,36.93,106.46,-196.93
28201,1.3.6.1.4.1.14519.5.2.1.6279.6001.116097642684124305074876564522,-44.01,-44.56,-132.97
380349,1.3.6.1.4.1.14519.5.2.1.6279.6001.313756547848086902190878548835,-72.12,-13.57,-220.71
149240,1.3.6.1.4.1.14519.5.2.1.6279.6001.179730018513720561213088132029,47.781696393800004,81.5952997735,-175.179237524
311499,1.3.6.1.4.1.14519.5.2.1.6279.6001.272344603176687884771013620823,-112.352143075,15.162722640899998,-253.531428792
525980,1.3.6.1.4.1.14519.5.2.1.6279.6001.882070241245008756731854510592,-58.0429312254,46.3538170282,-167.20195425
276686,1.3.6.1.4.1.14519.5.2.1.6279.6001.251215764736737018371915284679,42.72,34.21,-256.71
315660,1.3.6.1.4.1.14519.5.2.1.6279.6001.275755514659958628040305922764,-97.82,-257.5,-241.89
438658,1.3.6.1.4.1.14519.5.2.1.6279.6001.417815314896088956784723476543,87.81,185.27,-610.82
62056,1.3.6.1.4.1.14519.5.2.1.6279.6001.134519406153127654901640638633,-69.8889752175,78.6128997804,-314.448125217
140195,1.3.6.1.4.1.14519.5.2.1.6279.6001.176362912420491262783064585333,78.7,104.31,-199.01
504709,1.3.6.1.4.1.14519.5.2.1.6279.6001.765930210026773090100532964804,-73.03,200.93,-685.27
478435,1.3.6.1.4.1.14519.5.2.1.6279.6001.624425075947752229712087113746,-50.2146346315,48.0320083785,-156.997984094
14267,1.3.6.1.4.1.14519.5.2.1.6279.6001.108193664222196923321844991231,38.49,32.99,-231.87
57471,1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843,-18.99,75.0,-123.45
150502,1.3.6.1.4.1.14519.5.2.1.6279.6001.182192086929819295877506541021,96.18,-4.97,-30.2
408682,1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488,-51.069677138100005,93.63308229489999,-178.726923291
152121,1.3.6.1.4.1.14519.5.2.1.6279.6001.183056151780567460322586876100,-60.200321395799996,69.6235078053,-224.640647383
362552,1.3.6.1.4.1.14519.5.2.1.6279.6001.306112617218006614029386065035,53.9913092944,-23.6050426112,-169.915801509
286849,1.3.6.1.4.1.14519.5.2.1.6279.6001.257383535269991165447822992959,-20.2,56.73,-167.07
441935,1.3.6.1.4.1.14519.5.2.1.6279.6001.439153572396640163898529626096,62.16,-110.16,-174.89
175775,1.3.6.1.4.1.14519.5.2.1.6279.6001.194766721609772924944646251928,-110.51142385,8.69531556,-123.28560915
521777,1.3.6.1.4.1.14519.5.2.1.6279.6001.850739282072340578344345230132,-48.070019285,-33.412244165,-136.10801975
338423,1.3.6.1.4.1.14519.5.2.1.6279.6001.292194861362266467652267941663,-59.44,38.31,-106.88
27603,1.3.6.1.4.1.14519.5.2.1.6279.6001.115386642382564804180764325545,35.81,-3.31,-41.29
376178,1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718,120.00257392600001,63.1008549175,-142.504182726
371725,1.3.6.1.4.1.14519.5.2.1.6279.6001.309955999522338651429118207446,-111.94647349799999,37.164572438200004,-117.22893992899999
237670,1.3.6.1.4.1.14519.5.2.1.6279.6001.229096941293122177107846044795,65.7,-54.58,-270.42
459551,1.3.6.1.4.1.14519.5.2.1.6279.6001.503980049263254396021509831276,76.26,11.22,-98.69
372481,1.3.6.1.4.1.14519.5.2.1.6279.6001.310395752124284049604069960014,-62.82,5.96,-81.27
257286,1.3.6.1.4.1.14519.5.2.1.6279.6001.241083615484551649610616348856,-40.94,-176.5,-241.88
353883,1.3.6.1.4.1.14519.5.2.1.6279.6001.300270516469599170290456821227,-98.9282633775,-181.470346993,-232.780650412
156358,1.3.6.1.4.1.14519.5.2.1.6279.6001.185154482385982570363528682299,84.67,-182.82,-221.52
187880,1.3.6.1.4.1.14519.5.2.1.6279.6001.201890795870532056891161597218,-37.3178233285,-14.0945565044,-105.459527616
379149,1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733,-48.1995309075,39.856697802199996,-235.386138829
11684,1.3.6.1.4.1.14519.5.2.1.6279.6001.106419850406056634877579573537,110.39674980299999,97.45484978530001,-232.23750021700002
477099,1.3.6.1.4.1.14519.5.2.1.6279.6001.622243923620914676263059698181,-64.2212736596,25.868806840700003,-133.8468333
252678,1.3.6.1.4.1.14519.5.2.1.6279.6001.238019241099704094018548301753,-58.35,-55.54,-195.59
323708,1.3.6.1.4.1.14519.5.2.1.6279.6001.279953669991076107785464313394,105.463349318,90.635156045,-188.10030599400002
236471,1.3.6.1.4.1.14519.5.2.1.6279.6001.227968442353440630355230778531,-55.43,115.48,-566.77
288819,1.3.6.1.4.1.14519.5.2.1.6279.6001.258220324170977900491673635112,-72.33,32.81,-129.99
444329,1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,-88.89,131.7,-271.17
361048,1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,48.5,131.72,-255.37
75977,1.3.6.1.4.1.14519.5.2.1.6279.6001.140527383975300992150799777603,-59.02,29.42,-79.41
413299,1.3.6.1.4.1.14519.5.2.1.6279.6001.336102335330125765000317290445,-7.25,4.55,-232.37
189643,1.3.6.1.4.1.14519.5.2.1.6279.6001.202464973819273687476049035824,70.28,16.06,-250.37
484538,1.3.6.1.4.1.14519.5.2.1.6279.6001.664989286137882319237192185951,-67.8422035138,24.0529460694,-75.0959093022
476767,1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,0.0878058073653,-78.8377965984,-155.072590576
526522,1.3.6.1.4.1.14519.5.2.1.6279.6001.885292267869246639232975687131,66.7,-42.36,-223.75
493024,1.3.6.1.4.1.14519.5.2.1.6279.6001.712472578497712558367294720243,-93.8349507447,58.8181471773,1521.55944574
53200,1.3.6.1.4.1.14519.5.2.1.6279.6001.129007566048223160327836686225,32.7849510071,-12.843558751500002,-82.6663416776
538707,1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,155.78,36.23,-256.7
16209,1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,42.87,90.7,-84.26
25048,1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679,-86.8707493109,28.582445127199996,-153.352230018
74067,1.3.6.1.4.1.14519.5.2.1.6279.6001.139889514693390832525232698200,-77.81,-30.75,-9.29
78228,1.3.6.1.4.1.14519.5.2.1.6279.6001.141430002307216644912805017227,80.9919755189,-131.897993534,-168.807461236
30892,1.3.6.1.4.1.14519.5.2.1.6279.6001.117383608379722740629083782428,68.05,40.31,-109.59
272634,1.3.6.1.4.1.14519.5.2.1.6279.6001.249404938669582150398726875826,122.872449081,-53.356549493,-261.677657218
197224,1.3.6.1.4.1.14519.5.2.1.6279.6001.205615524269596458818376243313,15.78,69.48,-34.99
533051,1.3.6.1.4.1.14519.5.2.1.6279.6001.910435939545691201820711078950,-36.29629745,16.32702174,-149.0863627
90225,1.3.6.1.4.1.14519.5.2.1.6279.6001.147325126373007278009743173696,-103.920277431,20.7632149228,-234.838515077
388853,1.3.6.1.4.1.14519.5.2.1.6279.6001.319066480138812986026181758474,-52.56,89.88,-156.11
115702,1.3.6.1.4.1.14519.5.2.1.6279.6001.163931625580639955914619627409,-52.02,16.59,-107.55
146827,1.3.6.1.4.1.14519.5.2.1.6279.6001.179049373636438705059720603192,21.8451646174,28.4009850913,-77.7556205189
107334,1.3.6.1.4.1.14519.5.2.1.6279.6001.160124400349792614505500125883,-57.612118673999994,-8.85302911717,-160.173352385
360911,1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,22.744456585,196.07038280000003,-367.29208485
113724,1.3.6.1.4.1.14519.5.2.1.6279.6001.162845309248822193437735868939,17.080365225,-80.84149346,-182.4485856
373076,1.3.6.1.4.1.14519.5.2.1.6279.6001.310548927038333190233889983845,-60.81,78.44,-220.38
269471,1.3.6.1.4.1.14519.5.2.1.6279.6001.247769845138587733933485039556,145.21,-8.98,-165.38
269061,1.3.6.1.4.1.14519.5.2.1.6279.6001.247060297988514823071467295949,-90.34,95.35,-182.79
200775,1.3.6.1.4.1.14519.5.2.1.6279.6001.208511362832825683639135205368,87.89,-5.62,-33.26
418497,1.3.6.1.4.1.14519.5.2.1.6279.6001.338875090785618956575597613546,62.974186913800004,72.4259296011,-191.820585006
